,movieNm,actor1,audiCntAmt
613,토르: 천둥의 신,스텔란 스카스가드,1694562
614,토르: 천둥의 신,스튜어트 타운젠드,1694562
615,콩: 스컬 아일랜드,브리 라슨,1689717
616,피끓는 청춘,이종석,1676040
617,피끓는 청춘,이세영,1676040
618,23 아이덴티티,헤일리 루 리차드슨,1675819
619,23 아이덴티티,안야 테일러 조이,1675819
620,불꽃처럼 나비처럼,최경원,1670652
621,점퍼,헤이든 크리스텐슨,1665268
622,점퍼,레이첼 빌슨,1665268
623,점퍼,제이미 벨,1665268
624,마다가스카의 펭귄,톰 맥그라스,1661388
625,그대를 사랑합니다,송재호,1649407
626,그대를 사랑합니다,윤소정,1649407
627,아이스 에이지 4: 대륙 이동설,존 레귀자모,1648110
628,아이스 에이지 4: 대륙 이동설,레이 로마노,1648110
629,아이스 에이지 4: 대륙 이동설,데니스 리어리,1648110
630,마다가스카3 : 이번엔 서커스다!,크리스 록,1635088
631,마다가스카3 : 이번엔 서커스다!,데이빗 쉼머,1635088
632,고死 : 피의 중간고사,김범,1634192
633,고死 : 피의 중간고사,남규리,1634192
634,두근두근 내 인생,김승욱,1624601
635,두근두근 내 인생,송혜교,1624601
636,블랙 스완,밀라 쿠니스,1623518
637,우아한 거짓말,김희애,1619601
638,우아한 거짓말,고아성,1619601
639,우아한 거짓말,김유정,1619601
640,하울링,이여진,1612554
641,스타트렉 다크니스,칼 어번,1607555
642,밀양,조영진,1604439
643,라이프 오브 파이,이르판 칸,1593463
644,라이프 오브 파이,수라즈 샤르마,1593463
645,라이프 오브 파이,라프 스팰,1593463
646,300: 제국의 부활,설리반 스탭플턴,1593116
647,300: 제국의 부활,레나 헤디,1593116
648,라디오 스타,김현아,1590757
649,위플래쉬,J.K. 시몬스,1589048
650,위플래쉬,마일즈 텔러,1589048
651,오페라의 유령,에미 로섬,1577188
652,지구가 멈추는 날,제니퍼 코넬리,1576492
653,지구가 멈추는 날,키아누 리브스,1576492
654,적벽대전:거대한 전쟁의 시작,장첸,1572064
655,로빈 후드,막스 본 시도우,1570681
656,무적자,송승헌,1546132
657,원스어폰어타임,이보영,1544486
658,원스어폰어타임,서민균,1544486
659,벼랑 위의 포뇨,야마구치 토모코,1518188
660,벼랑 위의 포뇨,아마미 유키,1518188
661,작전,박용하,1517096
662,오블리비언,올가 쿠릴렌코,1515356
663,몬스터 호텔 2,케빈 제임스,1515104
664,몬스터 호텔 2,셀레나 고메즈,1515104
665,몬스터 호텔 2,아담 샌들러,1515104
666,엑소더스: 신들과 왕들,조엘 에저튼,1511845
667,퍼펙트 게임,최정원,1507084
668,퍼펙트 게임,양동근,1507084
669,스파이더맨 2,커스틴 던스트,1506217
670,스파이더맨 2,토비 맥과이어,1506217
671,인디펜던스 데이 : 리써전스,제프 골드블럼,1500830
672,인디펜던스 데이 : 리써전스,리암 헴스워스,1500830
673,인디펜던스 데이 : 리써전스,빌 풀만,1500830
674,부라더,이하늬,1492903
675,부라더,이동휘,1492903
676,더 게임,숀 펜,1479859
677,해무(海霧),박유천,1475582
678,차이나타운,페이 더너웨이,1472147
679,차이나타운,김고은,1472147
680,차이나타운,엄태구,1472147
681,차이나타운,잭 니콜슨,1472147
682,토이 스토리 3,조앤 쿠삭,1459973
683,새미의 어드벤쳐 2,아이유,1457406
684,새미의 어드벤쳐 2,이기광,1457406
685,새미의 어드벤쳐 2,김원효,1457406
686,위대한 개츠비,캐리 뮬리건,1445248
687,인간중독,임지연,1441990
688,잃어버린 세계를 찾아서,조쉬 허처슨,1439506
689,다이하드: 굿 데이 투 다이,제이 코트니,1438056
690,탐정 홍길동: 사라진 마을,박근형,1430885
691,벤허,잭 호킨스,1400397
692,벤허,토비 켑벨,1400397
693,벤허,하야 할라이드,1400397
694,벤허,찰톤 헤스톤,1400397
695,벤허,잭 휴스턴,1400397
696,말레피센트,엘르 패닝,1397526
697,예스맨,짐 캐리,1395498
698,예스맨,주이 데샤넬,1395498
699,기억의 밤,문성근,1386611
700,구르믈 버서난 달처럼,김성훈,1383867
701,해피 데스데이,이스라엘 브로우사드,1382650
702,해피 데스데이,제시카 로테,1382650
703,폼페이: 최후의 날,에밀리 브라우닝,1373873
704,폼페이: 최후의 날,킷 해링턴,1373873
705,폼페이: 최후의 날,키퍼 서덜랜드,1373873
706,브이아이피,강소백,1373316
707,라스트 에어벤더,데브 파텔,1371164
708,라스트 에어벤더,잭슨 라스본,1371164
709,라스트 에어벤더,노아 링어,1371164
710,차형사,성유리,1346754
711,차형사,이수혁,1346754
712,신들의 전쟁,미키 루크,1338411
713,닌자 어쌔신,정지훈,1332819
714,닌자 어쌔신,나오미 해리스,1332819
715,미스터 고,이훈민,1329061
716,미스터 고,서교,1329061
717,월ㆍE,벤 버트,1327755
718,월ㆍE,엘리사 나이트,1327755
719,검은 집,김혜정,1322196
720,검은 집,유선,1322196
721,드라큘라: 전설의 시작,도미닉 쿠퍼,1321751
722,영화는 영화다,소지섭,1311118
723,영화는 영화다,홍수현,1311118
724,간첩,염정아,1310895
725,알렉산더,발 킬머,1310604
726,청담보살,이준혁,1308810
727,청담보살,박예진,1308810
728,월드 인베이젼,브리짓 모나핸,1307873
729,월드 인베이젼,미쉘 로드리게즈,1307873
730,월드 인베이젼,아론 에크하트,1307873
731,에이리언: 커버넌트,캘리 헤르난데스,1307226
732,장산범,허진,1306438
733,장산범,박혁권,1306438
734,간 큰 가족,김수로,1305518
735,엑스맨 탄생: 울버린,리브 슈라이버,1280734
736,킹콩을 들다,조안,1262858
737,킹콩을 들다,김민영,1262858
738,간기남,박시연,1246185
739,꿀벌대소동,제리 사인펠드,1238064
740,꿀벌대소동,르네 젤위거,1238064
741,메리다와 마법의 숲,켈리 맥도날드,1231261
742,메리다와 마법의 숲,빌리 코놀리,1231261
743,메리다와 마법의 숲,엠마 톰슨,1231261
744,마다가스카 2,제이다 핀켓 스미스,1230470
745,찌라시: 위험한 소문,박성웅,1221427
746,토탈 리콜,케이트 베킨세일,1219637
747,토탈 리콜,제시카 비엘,1219637
748,결혼전야,김효진,1214839
749,육혈포 강도단,김혜옥,1214237
750,포비든 킹덤: 전설의 마스터를 찾아서,마이클 안가라노,1211890
751,포비든 킹덤: 전설의 마스터를 찾아서,성룡,1211890
752,심야의 F.M.,정혜영,1208310
753,악녀,성준,1208081
754,엘리시움,조디 포스터,1207732
755,엘리시움,샬토 코플리,1207732
756,해빙,신구,1204600
757,즐거운 인생,로미 슈나이더,1202719
758,즐거운 인생,미셸 피콜리,1202719
759,더 웹툰: 예고살인,정현태,1201457
760,더 웹툰: 예고살인,엄기준,1201457
761,황진이,장미희,1191810
762,황진이,전무송,1191810
763,황진이,심호성,1191810
764,황진이,장성원,1191810
765,황진이,신유주,1191810
766,레지던트 이블 4: 끝나지 않은 전쟁 3D,웬트워스 밀러,1190008
767,레지던트 이블 4: 끝나지 않은 전쟁 3D,밀라 요보비치,1190008
768,인사동 스캔들,임하룡,1187684
769,서양 골동 양과자점 앤티크,김재욱,1181332
770,동주,박정민,1175381
771,행복,장 클로드 드루오,1174495
772,행복,클레어 드루오,1174495
773,나니아 연대기: 새벽 출정호의 항해,벤 반스,1172586
774,웜 바디스,테레사 팔머,1169839
775,슬로우 비디오,남상미,1169562
776,"당신, 거기 있어줄래요",채서진,1168740
777,"당신, 거기 있어줄래요",변요한,1168740
778,장수상회,박해빛나,1166049
779,로맨틱 홀리데이,케이트 윈슬렛,1165157
780,워크래프트: 전쟁의 서막,폴라 패튼,1163274
781,워크래프트: 전쟁의 서막,벤 포스터,1163274
782,워크래프트: 전쟁의 서막,트래비스 핌멜,1163274
783,가문의 영광5 - 가문의 귀환,조성현,1160021
784,미씽: 사라진 여자,서하늬,1153201
785,고령화 가족,우혜진,1141222
786,"10,000 BC",카밀라 벨,1134364
787,"10,000 BC",스티븐 스트레이트,1134364
788,하루,소헤일라 고레스타니,1129609
789,하루,파비즈 파라스투이,1129609
790,하루,유재명,1129609
791,성난 변호사,오상철,1128288
792,김종욱 찾기,최지호,1122225
793,특수본,주원,1118258
794,달콤한 인생,아니타 에크베르그,1112950
795,달콤한 인생,마르첼로 마스트로얀니,1112950
796,6년째 연애중,차현정,1112238
797,라이트 아웃,가브리엘 베이트먼,1111284
798,회사원,이미연,1110523
799,스타 트렉: 더 비기닝,재커리 퀸토,1085447
800,베스트셀러,이도경,1081752
801,더 울버린,사나다 히로유키,1075333
802,더 울버린,윌 윤 리,1075333
803,분홍신,안톤 월브룩,1073189
804,분홍신,김성수,1073189
805,분홍신,모이라 시어러,1073189
806,분홍신,박연아,1073189
807,분홍신,마리우스 고링,1073189
808,그 여자 작사 그 남자 작곡,휴 그랜트,1073095
809,그 여자 작사 그 남자 작곡,드류 베리모어,1073095
810,오빠생각,임시완,1069864
811,알포인트,손병호,1068362
812,마루 밑 아리에티,시다 미라이,1068004
813,마루 밑 아리에티,미우라 토모카즈,1068004
814,섹스 앤 더 시티,킴 캐트럴,1067707
815,섹스 앤 더 시티,신시아 닉슨,1067707
816,섹스 앤 더 시티,사라 제시카 파커,1067707
817,"날, 보러와요",이상윤,1063442
818,"날, 보러와요",최진호,1063442
819,수상한 고객들,윤하,1059350
820,몬스터 하우스,샘 러너,1051552
821,몬스터 하우스,밋첼 머소,1051552
822,점박이:한반도의 공룡3D,신용우,1051257
823,점박이:한반도의 공룡3D,구자형,1051257
824,점박이:한반도의 공룡3D,이형석,1051257
825,동창생,사쿠라기 린,1048280
826,동창생,콘노 리노,1048280
827,노잉,챈들러 캔터베리,1047062
828,그놈이다,이유영,1046313
829,스텝업 2 : 더 스트리트,윌 켐프,1044659
830,스텝업 2 : 더 스트리트,선자 손,1044659
831,스텝업 2 : 더 스트리트,브리아나 에비건,1044659
832,시크릿,송윤아,1043602
833,시크릿,리차드 기어,1043602
834,시크릿,수잔 서랜든,1043602
835,지금 사랑하는 사람과 살고 있습니까?,이동건,1042955
836,지금 사랑하는 사람과 살고 있습니까?,한채영,1042955
837,업,에드워드 애스너,1032792
838,업,밥 피터슨,1032792
839,주홍글씨,성현아,1030493
840,지오스톰,캐서린 윈닉,1028384
841,지오스톰,짐 스터게스,1028384
842,오직 그대만,김혜진,1027782
843,개구쟁이 스머프,행크 아자리아,1027436
844,슈퍼 배드,미란다 코스그로브,1027050
845,슈퍼 배드,태연,1027050
846,라따뚜이,패튼 오스왈트,1025563
847,라따뚜이,루 로마노,1025563
848,라따뚜이,피터 손,1025563
849,삼국지:용의 부활,적룡,1025302
850,삼국지:용의 부활,유덕화,1025302
851,삼국지:용의 부활,매기 큐,1025302
852,짝패,류승완,1021638
853,짝패,정두홍,1021638
854,짝패,김효선,1021638
855,로그 원: 스타워즈 스토리,매즈 미켈슨,1019309
856,로그 원: 스타워즈 스토리,디에고 루나,1019309
857,로그 원: 스타워즈 스토리,펠리시티 존스,1019309
858,이프 온리,제니퍼 러브 휴잇,1019061
859,이프 온리,폴 니콜스,1019061
860,역도산,유병훈,1018382
861,역도산,이명수,1018382
862,본 레거시,레이첼 와이즈,1015832
863,본 레거시,에드워드 노튼,1015832
864,라푼젤,맨디 무어,1014595
865,라푼젤,재커리 레비,1014595
866,파괴된 사나이,박주미,1012310
867,밴티지 포인트,포레스트 휘테커,1007729
868,밴티지 포인트,데니스 퀘이드,1007729
869,맨 인 더 다크,스티븐 랭,1003406
870,맨 인 더 다크,딜런 미네트,1003406
871,맨 인 더 다크,제인 레비,1003406
872,인크레더블 헐크,리브 타일러,991417
873,방황하는 칼날,이진성,989906
874,원더풀 라디오,이광수,986287
875,새미의 어드벤쳐,유리 로웬탈,981294
876,새미의 어드벤쳐,멜라니 그리피스,981294
877,새미의 어드벤쳐,이사벨 퍼만,981294
878,파퍼씨네 펭귄들,안젤라 랜스베리,980387
879,파퍼씨네 펭귄들,칼라 구기노,980387
880,로보캅,조엘 키나만,979509
881,로보캅,피터 웰러,979509
882,로보캅,낸시 알렌,979509
883,향수 : 어느 살인자의 이야기,벤 위쇼,979344
884,전국노래자랑,이토 아유미,978413
885,전국노래자랑,코바야시 넨지,978413
886,전국노래자랑,김인권,978413
887,전국노래자랑,무로이 시게루,978413
888,돈 크라이 마미,남보라,975462
889,방가? 방가!,신현빈,972431
890,프로메테우스,누미 라파스,971482
891,우리는 형제입니다,윤진이,970373
892,바보,버스터 키튼,967654
893,슈퍼배드 2,알 파치노,963763
894,내 사랑,샐리 호킨스,962134
895,잭 더 자이언트 킬러,엘레노어 톰린슨,956154
896,스텝업4 : 레볼루션,라이언 구즈만,953871
897,스텝업4 : 레볼루션,메간 본,953871
898,스텝업4 : 레볼루션,캐서린 맥코믹,953871
899,빨간모자의 진실,글렌 클로즈,952793
900,스타워즈: 라스트 제다이,아담 드라이버,946547
901,미 비포 유,매튜 루이스,945172
902,미 비포 유,샘 클라플린,945172
903,트랜스포터-라스트 미션,나탈리아 루다코바,937224
904,GP 506,이영훈,936945
905,GP 506,조현재,936945
906,뽀로로 극장판 슈퍼썰매 대모험,이미자,931953
907,뽀로로 극장판 슈퍼썰매 대모험,이선,931953
908,뽀로로 극장판 슈퍼썰매 대모험,김환진,931953
909,애나벨,워드 호튼,926107
910,애나벨,알프레 우다드,926107
911,개구쟁이 스머프 2,박명수,921788
912,개구쟁이 스머프 2,크리스티나 리치,921788
913,매그니피센트 7,덴젤 워싱턴,921317
914,평행이론,지진희,921111
915,갓 오브 이집트,니콜라이 코스터 왈도,919834
916,갓 오브 이집트,코트니 이튼,919834
917,주먹왕 랄프,존 C. 레일리,918823
918,주먹왕 랄프,제인 린치,918823
919,주먹왕 랄프,잭 맥브레이어,918823
920,썬더와 마법저택,김태균,904143
921,썬더와 마법저택,정찬우,904143
922,인크레더블,홀리 헌터,898773
923,인크레더블,크레이그 T. 넬슨,898773
924,크로싱,주다영,898000
925,크로싱,신명철,898000
926,크로싱,차인표,898000
927,황후화,주윤발,897678
928,황후화,공리,897678
929,그것,오웬 티그,888836
930,그것,핀 울프하드,888836
931,그것,빌 스카스가드,888836
932,오만과 편견,매튜 맥퍼딘,885183
933,오만과 편견,로렌스 올리비에,885183
934,오만과 편견,그리어 가슨,885183
935,몬스터 호텔,프란 드레셔,884988
936,블랙,라니 무케르지,877171
937,블랙,아미타브 바흐찬,877171
938,메가마인드,윌 페렐,875631
939,몬스터 대학교,빌리 크리스탈,870759
940,몬스터 대학교,존 굿맨,870759
941,미확인 동영상 : 절대클릭금지,강별,867386
942,아이스 에이지 3: 공룡시대,퀸 라티파,865658
943,패션 오브 크라이스트,마이아 모겐스턴,865018
944,패션 오브 크라이스트,모니카 벨루치,865018
945,패션 오브 크라이스트,제임스 카비젤,865018
946,오리엔트 특급 살인,윌렘 데포,863567
947,스카이 라인,토니 블랙,860340
948,스카이 라인,스카티 톰슨,860340
949,스카이 라인,에릭 벌포,860340
950,레전드 오브 타잔,알렉산더 스카스가드,858402
951,고死 두 번째 이야기: 교생실습,윤시윤,857038
952,고死 두 번째 이야기: 교생실습,황정음,857038
953,만추,정동환,849635
954,좋아해줘,최지우,848148
955,디스트릭트 9,제이슨 코프,841125
956,존 카터: 바숨 전쟁의 서막,린 콜린스,838126
957,야수,김원진,837011
958,야수,최령,837011
959,남쪽으로 튀어,오연수,832894
960,손님,천우희,828025
961,손님,정연주,828025
962,인시디어스 3,린 샤예,825517
963,인시디어스 3,더못 멀로니,825517
964,인시디어스 3,스테파니 스콧,825517
965,베이비 드라이버,케빈 스페이시,822769
966,베이비 드라이버,릴리 제임스,822769
967,베이비 드라이버,안셀 엘고트,822769
968,브리짓 존스의 베이비,패트릭 뎀시,820995
969,위대한 쇼맨,잭 에프런,814585
970,위대한 쇼맨,미쉘 윌리엄스,814585
971,아라한 장풍대작전,윤소이,810430
972,하트 오브 더 씨,킬리언 머피,809827
973,하늘에서 음식이 내린다면 2,안나 패리스,800062
974,하늘에서 음식이 내린다면 2,빌 헤이더,800062
975,써로게이트,라다 미첼,794475
976,화이트: 저주의 멜로디,강명희,790959
977,화이트: 저주의 멜로디,황우슬혜,790959
978,화이트: 저주의 멜로디,함은정,790959
979,상의원,홍수민,790370
980,잭 리처,로버트 듀발,784031
981,잭 리처,로자문드 파이크,784031
982,관능의 법칙,조민수,781516
983,A-특공대,브래들리 쿠퍼,777985
984,A-특공대,퀸튼 잭슨,777985
985,뽀로로 극장판 공룡섬 대모험,함수정,773743
986,푸른소금,천정명,771699
987,토르: 마법망치의 전설,최효종,768658
988,토르: 마법망치의 전설,하동훈,768658
989,리오 2,레슬리 만,765961
990,레지던트 이블: 파멸의 날,이아인 글렌,765259
991,레지던트 이블: 파멸의 날,알리 라터,765259
992,공각기동대 : 고스트 인 더 쉘,마이클 피트,764072
993,공각기동대 : 고스트 인 더 쉘,마이클 윈코트,764072
994,스플릿,이정현,758195
995,스플릿,이다윗,758195
996,볼트,마일리 사이러스,753569
997,볼트,존 트라볼타,753569
998,볼트,수지 에스먼,753569
999,"안녕, 헤이즐",쉐일린 우들리,749146
1000,"안녕, 헤이즐",냇 울프,749146
1001,순정만화,채정안,731706
1002,더 파이브,김선아,731212
1003,밀리언 달러 베이비,힐러리 스웽크,731077
1004,밀리언 달러 베이비,클린트 이스트우드,731077
1005,시간 여행자의 아내,진 윤,730885
1006,시간 여행자의 아내,레이첼 맥아덤즈,730885
1007,주유소 습격사건 2,박영규,729834
1008,주유소 습격사건 2,지현우,729834
1009,주유소 습격사건 2,조한선,729834
1010,김씨표류기,구교환,724987
1011,김씨표류기,정려원,724987
1012,비스티 보이즈,이정민,719587
1013,드림걸즈,비욘세 놀즈,716718
1014,신데렐라,김도연,716491
1015,신데렐라,리처드 매든,716491
1016,신데렐라,도지원,716491
1017,풍산개,박장면,714136
1018,풍산개,김규리,714136
1019,국가대표 2,오연서,710117
1020,고질라,애런 존슨,709734
1021,고질라,브라이언 크랜스톤,709734
1022,고질라,엘리자베스 올슨,709734
1023,두 얼굴의 여친,진태현,700417
1024,두 얼굴의 여친,봉태규,700417
1025,통증,김민욱,700272
1026,트랜센던스,레베카 홀,696436
1027,마음이2,달이,696382
1028,라스베가스에서만 생길 수 있는 일,애쉬튼 커처,693874
1029,외출,전현수,678916
1030,외출,김광일,678916
1031,외출,정서윤,678916
1032,외출,배용준,678916
1033,스파이더위크가의 비밀,사라 볼거,676155
1034,트롤,안나 켄드릭,675966
1035,트롤,저스틴 팀버레이크,675966
1036,트롤,주이 디샤넬,675966
1037,고양이: 죽음을 보는 두 개의 눈,김예론,672340
1038,고양이: 죽음을 보는 두 개의 눈,강경자,672340
1039,스텝 업 3D,샤니 빈슨,671845
1040,스텝 업 3D,애덤 G. 세바니,671845
1041,스텝 업 3D,릭 말람브리,671845
1042,패신저스,마이클 쉰,668977
1043,몬스터 vs 에이리언,휴 로리,661366
1044,하늘에서 음식이 내린다면,앤디 샘버그,655078
1045,하늘에서 음식이 내린다면,제임스 칸,655078
1046,아이 엠 넘버 포,알렉스 페티퍼,654386
1047,아이 엠 넘버 포,티모시 올리펀트,654386
1048,엔더스 게임,헤일리 스테인펠드,654212
1049,울학교 이티,백성현,652178
1050,울학교 이티,이한위,652178
1051,명탐정 코난 : 칠흑의 추적자,야마자키 와카나,651978
1052,명탐정 코난 : 칠흑의 추적자,다이고,651978
1053,명탐정 코난 : 칠흑의 추적자,타카야마 미나미,651978
1054,아빠는 딸,정소민,647305
1055,아빠는 딸,이일화,647305
1056,데스노트,마츠야마 켄이치,646687
1057,데스노트,후지와라 다쓰야,646687
1058,여고괴담 5,손은서,644717
1059,여고괴담 5,장경아,644717
1060,명탐정 코난 : 침묵의 15분,김선혜,644652
1061,실종,전세홍,644276
1062,실종,추자현,644276
1063,기담,김응수,644090
1064,기담,김보경,644090
1065,기담,이동규,644090
1066,리턴,김병철,641852
1067,리턴,정유석,641852
1068,머니볼,조나 힐,641323
1069,오션스,진지희,640704
1070,오션스,배한성,640704
1071,오션스,정보석,640704
1072,플랜맨,박진우,635740
1073,널 기다리며,김성오,635235
1074,페임,리 커레리,634100
1075,페임,케이 파나베이커,634100
1076,페임,애셔 북,634100
1077,페임,아이린 카라,634100
1078,페임,월터 페레즈,634100
1079,조선마술사,고아라,628576
1080,다찌마와리,임원희,628359
1081,설리: 허드슨강의 기적,로라 린니,627424
1082,로봇(애니),할리 베리,623723
1083,핸드폰,박솔미,622486
1084,아더 크리스마스,짐 브로드벤트,622286
1085,명탐정 코난: 천공의 난파선,야마구치 캇페이,618420
1086,앨빈과 슈퍼밴드2,매튜 그레이 구블러,617085
1087,앨빈과 슈퍼밴드2,제이슨 리,617085
1088,앨빈과 슈퍼밴드2,저스틴 롱,617085
1089,특종: 량첸살인기,이미숙,616481
1090,잭 리처: 네버 고 백,로버트 네퍼,612328
1091,잭 리처: 네버 고 백,코비 스멀더스,612328
1092,미쓰GO,고현정,611685
1093,앨빈과 슈퍼밴드,제시 맥카트니,609225
1094,우는 남자,민성욱,603495
1095,피에타,권세인,603283
1096,행복을 찾아서,탠디 뉴튼,599249
1097,콜롬비아나,칼럼 블루,598365
1098,타잔 3D,스펜서 로크,598204
1099,타잔 3D,켈란 루츠,598204
1100,왓치맨,재키 얼 헤일리,597118
1101,왓치맨,빌리 크루덥,597118
1102,왓치맨,제프리 딘 모건,597118
1103,이층의 악당,오재균,596864
1104,그린 존,제이슨 아이삭스,596403
1105,고고 70,곽선영,595199
1106,패션왕,김다율(김아현),594876
1107,황제를 위하여,장한새,592435
1108,맨 온 렛지,엘리자베스 뱅크스,591841
1109,반가운 살인자,김미소,590531
1110,47 미터,매튜 모딘,590045
1111,47 미터,클레어 홀트,590045
1112,바디 오브 라이즈,마크 스트롱,589899
1113,백설공주,마리아 도 카르모 롤로,585698
1114,백설공주,아미 해머,585698
1115,백설공주,릴리 콜린스,585698
1116,백설공주,줄리아 로버츠,585698
1117,레터스 투 줄리엣,크리스토퍼 에건,583114
1118,다크 섀도우,미쉘 파이퍼,582126
1119,용의주도 미스신,권오중,579973
1120,용의주도 미스신,한예슬,579973
1121,어린왕자,매켄지 포이,579367
1122,뜨거운 것이 좋아,잭 레먼,578834
1123,뜨거운 것이 좋아,마릴린 몬로,578834
1124,뜨거운 것이 좋아,안소희,578834
1125,뜨거운 것이 좋아,토니 커티스,578834
1126,퀴즈왕,한재석,573001
1127,루퍼,조셉 고든 레빗,571922
1128,섀도우 헌터스: 뼈의 도시,케빈 지거스,571074
1129,섀도우 헌터스: 뼈의 도시,제이미 캠벨 바우어,571074
1130,화이트 하우스 다운,매기 질렌할,569500
1131,원피스 - 기계태엽성의 메카거병,타나카 마유미,569039
1132,"연애, 그 참을 수 없는 가벼움",김승우,565885
1133,"연애, 그 참을 수 없는 가벼움",권지민,565885
1134,"연애, 그 참을 수 없는 가벼움",장진영,565885
1135,싱 스트리트,잭 레이너,562296
1136,싱 스트리트,루시 보인턴,562296
1137,싱 스트리트,퍼디아 월시-필로,562296
1138,잉크하트 : 어둠의 부활,시에나 길로리,560588
1139,잉크하트 : 어둠의 부활,엘리자 베넷,560588
1140,레지던트 이블 5 : 최후의 심판,리빙빙,558443
1141,레지던트 이블 5 : 최후의 심판,미셸 로드리게즈,558443
1142,클로버필드,리지 캐플란,558389
1143,클로버필드,오데뜨 유스트만,558389
1144,클로버필드,마이클 스탈 데이비드,558389
1145,뱅크 잡,세프론 버로우스,557063
1146,뱅크 잡,스티븐 캠벨 무어,557063
1147,아이스 에이지: 지구 대충돌,제니퍼 로페즈,553760
1148,언더월드2 - 에볼루션,스콧 스피드먼,552428
1149,메카닉: 리크루트,제시카 알바,551897
1150,슈퍼맨이었던 사나이,홍희자,550284
1151,트럭,제라르 드빠르디유,550195
1152,트럭,김준배,550195
1153,트럭,마르그리트 뒤라스,550195
1154,너는 펫,홍세희,543313
1155,너는 펫,장근석,543313
1156,미쓰 홍당무,서우,539110
1157,애프터 어스,제이든 스미스,537920
1158,챔프,윌레스 비어리,535657
1159,챔프,김수정,535657
1160,챔프,재키 쿠퍼,535657
1161,챔프,릭 슈로더,535657
1162,메리와 마녀의 꽃,스기사키 하나,535331
1163,사이코메트리,조 우드콕,534273
1164,사이코메트리,제임스 코스모,534273
1165,사이코메트리,코스모 자비스,534273
1166,이태원 살인사건,신승환,531023
1167,몬스터,사라 리빙,526557
1168,몬스터,카토 마사야,526557
1169,몬스터,에린 에반스,526557
1170,몬스터,안서현,526557
1171,몬스터,다카오카 사키,526557
1172,명탐정 코난: 11번째 스트라이커,강수진,525169
1173,명탐정 코난: 11번째 스트라이커,이정구,525169
1174,미스트,안드레 브라우퍼,521299
1175,미스트,로리 홀든,521299
1176,미스트,토마스 제인,521299
1177,얼라이드,마리옹 꼬띠아르,520448
1178,퍼시 잭슨과 괴물의 바다,브랜든 T. 잭슨,519584
1179,체인질링,제프리 도노반,519127
1180,퍼스트 어벤져,휴고 위빙,514309
1181,퍼스트 어벤져,헤일리 앳웰,514309
1182,거울나라의 앨리스,미아 와시코브스카,513202
1183,프렌즈: 몬스터섬의비밀,김서영,512549
1184,프렌즈: 몬스터섬의비밀,엄상현,512549
1185,프렌즈: 몬스터섬의비밀,이장원,512549
1186,발레리안: 천 개 행성의 도시,카라 델러비인,511931
1187,발레리안: 천 개 행성의 도시,데인 드한,511931
1188,발레리안: 천 개 행성의 도시,리한나,511931
1189,가려진 시간,신은수,511131
1190,가려진 시간,이효제,511131
1191,남자사용설명서,김영현,507913
1192,남자사용설명서,오정세,507913
1193,피라냐,제시카 스자르,505875
1194,피라냐,엘리자베스 슈,505875
1195,피라냐,제리 오코넬,505875
1196,도라에몽 : 스탠 바이 미,미즈타 와사비,503970
1197,도라에몽 : 스탠 바이 미,오오하라 메구미,503970
1198,13구역: 얼티메이텀,데이빗 벨,501736
1199,13구역: 얼티메이텀,시릴 라파엘리,501736
1200,그레이트 월,페드로 파스칼,501486
1201,먹고 기도하고 사랑하라,제임스 프랑코,500266
1202,노예 12년,치웨텔 에지오포,498976
1203,또 하나의 약속,우혜영,498670
1204,아부의 왕,김성령,497880
1205,샴,마샤 왓타나파니크,496233
1206,샴,위타야 와수크리파산,496233
1207,캐치미,박은영,494126
