,movieNm,actor1,audiCntAmt
1208,침묵,잉그리드 서린,494097
1209,침묵,군넬 린드블롬,494097
1210,침묵,비어게르 말름스텐,494097
1211,침묵,류준열,494097
1212,나인,다니엘 데이 루이스,491162
1213,카3: 새로운 도전,오웬 윌슨,487916
1214,카3: 새로운 도전,나단 필리온,487916
1215,불량남녀,이영란,483387
1216,레드,이렌느 야곱,482053
1217,레드,장-루이 트린티냥,482053
1218,소녀괴담,김소은,481696
1219,조선미녀삼총사,가인,480361
1220,넛잡: 땅콩 도둑들,윌 아넷,479280
1221,비밀의 숲 테라비시아,안나소피아 롭,479124
1222,80일간의 세계 일주,세실 드 프랑스,478555
1223,다세포소녀,이종환,476732
1224,"로봇, 소리",이희준,476665
1225,트리플 엑스 리턴즈,루비 로즈,475309
1226,위험한 상견례 2,홍종현,472693
1227,위험한 상견례 2,진세연,472693
1228,잠베지아: 신비한 나무섬의 비밀,아비게일 브레스린,472692
1229,슈퍼 에이트,조엘 코트니,472157
1230,판의 미로 - 오필리아와 세 개의 열쇠,이바나 바쿠에로,472011
1231,판의 미로 - 오필리아와 세 개의 열쇠,세르지 로페즈,472011
1232,판의 미로 - 오필리아와 세 개의 열쇠,더그 존스,472011
1233,친정엄마,정현주,472009
1234,친정엄마,박진희,472009
1235,카운트다운,캐서린 이사벨,471547
1236,카운트다운,오만석,471547
1237,카운트다운,파차라 치라치뱃,471547
1238,명탐정 코난 : 화염의 해바라기,코야마 리키야,471319
1239,마담 뺑덕,이솜,471248
1240,마담 뺑덕,박소영,471248
1241,순수의 시대,강한나,470308
1242,순수의 시대,위노나 라이더,470308
1243,사랑을 놓치다,김동영,468225
1244,열혈남아,장만옥,466107
1245,열혈남아,장학우,466107
1246,너의 췌장을 먹고 싶어,키타가와 케이코,465265
1247,너의 췌장을 먹고 싶어,오구리 슌,465265
1248,너의 췌장을 먹고 싶어,하마베 미나미,465265
1249,생텀,리차드 록스버그,465039
1250,생텀,이안 그루퍼드,465039
1251,생텀,라이스 웨이크필드,465039
1252,식객2 : 김치전쟁,왕지혜,462714
1253,락아웃: 익스트림미션,조셉 길건,462176
1254,락아웃: 익스트림미션,가이 피어스,462176
1255,천년여우 여우비,공형진,460925
1256,라이프,레베카 퍼거슨,459984
1257,적인걸: 측천무후의 비밀,이빙빙,459955
1258,적인걸: 측천무후의 비밀,양가휘,459955
1259,세 얼간이,아미르 칸,459686
1260,세 얼간이,셔먼 조쉬,459686
1261,세 얼간이,마드하반,459686
1262,더 리더: 책 읽어주는 남자,데이빗 크로스,455053
1263,노브레싱,서인국,451669
1264,노브레싱,권유리,451669
1265,히든 피겨스,타라지 P. 헨슨,449518
1266,히든 피겨스,옥타비아 스펜서,449518
1267,히든 피겨스,케빈 코스트너,449518
1268,신화 : 진시황릉의 비밀,김희선,449232
1269,익스펜더블 2,실베스터 스탤론,444456
1270,"울지마, 톤즈",이금희,444327
1271,밀레니엄 : 여자를 증오한 남자들,루니 마라,443855
1272,기다리다 미쳐,손태영,441337
1273,기다리다 미쳐,데니 안/ 안신원,441337
1274,마법에 걸린 사랑,줄리 앤드류스,440718
1275,대한민국 1%,이아이,440372
1276,파라노말 액티비티,마크 프레드릭스,438622
1277,파라노말 액티비티,케이티 피더스턴,438622
1278,파라노말 액티비티,미카 슬로앳,438622
1279,트론: 새로운 시작,올리비아 와일드,437319
1280,트론: 새로운 시작,가렛 헤드룬드,437319
1281,인어 공주,고두심,437250
1282,작은 영웅 데스페로,매튜 브로데릭,436167
1283,아기와 나,이승현,435940
1284,아기와 나,이이경,435940
1285,아기와 나,김별,435940
1286,아기와 나,문메이슨,435940
1287,시즌 오브 더 위치: 마녀 호송단,크리스토퍼 리,435201
1288,원라인,박병은,435048
1289,워리어스 웨이,케이트 보스워스,432072
1290,터닝메카드W: 블랙미러의 부활,윤아영,429933
1291,터닝메카드W: 블랙미러의 부활,소연,429933
1292,창수,안내상,429141
1293,엠,칼 볼브레히트,428717
1294,엠,프리츠 랑,428717
1295,엠,프리츠 아르노 바그너,428717
1296,스머프: 비밀의 숲,레인 윌슨,427764
1297,스머프: 비밀의 숲,조 맨가니엘로,427764
1298,스머프: 비밀의 숲,데미 로바토,427764
1299,나를 잊지 말아요,김태희,427197
1300,두 개의 달,박진주,426706
1301,두 개의 달,박한별,426706
1302,신이 보낸 사람,최규환,424778
1303,신이 보낸 사람,홍경인,424778
1304,다이버전트,테오 제임스,424090
1305,티끌모아 로맨스,이상엽,424002
1306,넛잡 2,캐서린 헤이글,411787
1307,주온 : 끝의 시작,사사키 노조미,410644
1308,나의 소녀시대,송운화,409819
1309,나의 소녀시대,왕대륙,409819
1310,니코: 산타비행단의 모험,카리 히타라티,407448
1311,니코: 산타비행단의 모험,카리 케토넨,407448
1312,니코: 산타비행단의 모험,엘레나 크니틸라,407448
1313,좋은 친구들,연정훈,407253
1314,좋은 친구들,이지훈,407253
1315,좋은 친구들,조 페시,407253
1316,좋은 친구들,키타무라 카즈키,407253
1317,사랑이 무서워,손현우,402876
1318,아메리칸 메이드,사라 라이트,401541
1319,닌자터틀,앨런 리치슨,400333
1320,닌자터틀,윌리엄 피츠너,400333
1321,판타스틱 4,케이트 마라,399667
1322,헬보이 2 : 골든 아미,셀마 블레어,399570
1323,섹스 앤 더 시티 2,크리스틴 데이비스,398347
1324,집행자,허태희,393019
1325,명탐정 코난 : 수평선상의 음모,카미야 아키라,389871
1326,천재 강아지 미스터 피바디,티 버렐,385552
1327,천재 강아지 미스터 피바디,맥스 찰스,385552
1328,천재 강아지 미스터 피바디,에리얼 윈터,385552
1329,언더 워터,블레이크 라이블리,384789
1330,언더 워터,오스카 제나다,384789
1331,러빙 빈센트,시얼샤 로넌,384540
1332,러빙 빈센트,제롬 플린,384540
1333,크로니클,마이클 B. 조던,384398
1334,크로니클,알렉스 러셀,384398
1335,내 이름은 칸,까졸,381334
1336,내 이름은 칸,샤룩 칸,381334
1337,극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,이선호,375096
1338,극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,문남숙,375096
1339,공자 춘추전국시대,주신,371607
1340,눈의 여왕 3: 눈과 불의 마법대결,남도형,367919
1341,눈의 여왕 3: 눈과 불의 마법대결,박지윤,367919
1342,폴라 익스프레스,노나 M. 게이,365945
1343,그레이의 50가지 그림자,제이미 도넌,364415
1344,그레이의 50가지 그림자,제니퍼 엘,364415
1345,그레이의 50가지 그림자,다코타 존슨,364415
1346,스텝 업,제나 드완-타툼,364244
1347,홈,얀 아르튀스-베르트랑,360781
1348,홈,짐 파슨스,360781
1349,문프린세스 : 문에이커의 비밀,나타샤 맥켈혼,360195
1350,문프린세스 : 문에이커의 비밀,다코타 블루 리차드,360195
1351,커플즈,이윤지,360045
1352,극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,마츠모토 리카,359771
1353,극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,미즈키 나나,359771
1354,클로버필드 10번지,메리 엘리자베스 윈스티드,357736
1355,클로버필드 10번지,존 갤러거 주니어,357736
1356,어쌔신 크리드,아리안 라베드,355913
1357,그녀,정희태,355646
1358,그녀,정환욱,355646
1359,그녀,호아킨 피닉스,355646
1360,플립,캘런 맥오리피,355617
1361,플립,마이클 매드슨,355617
1362,플립,매들린 캐롤,355617
1363,플립,스텔라 매브,355617
1364,고스트 라이더,에바 멘데스,355223
1365,데스노트 L: 새로운 시작,쿠도 유키,355158
1366,석조저택 살인사건,황인아,353517
1367,전설의 고향,재희,352518
1368,전설의 고향,양금석,352518
1369,짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,나라하시 미키,351742
1370,짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,야지마 아키코,351742
1371,싱글라이더,진남수,351276
1372,극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,미야노 마모루,348991
1373,극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,오오타니 이쿠에,348991
1374,해프닝,마크 웰버그,347791
1375,치외법권,임은경,346483
1376,링컨: 뱀파이어 헌터,벤자민 워커,345175
1377,링컨: 뱀파이어 헌터,루퍼스 스웰,345175
1378,하이힐,이 동 길,341634
1379,몬스터 패밀리,닉 프로스트,341614
1380,몬스터 패밀리,에밀리 왓슨,341614
1381,뉴 폴리스 스토리,사정봉,341510
1382,사랑하기 때문에,서현진,340936
1383,늑대아이,미야자키 아오이,339852
1384,늑대아이,오사와 타카오,339852
1385,음치 클리닉,박하선,338168
1386,음치 클리닉,윤상현,338168
1387,미나문방구,이재인,334323
1388,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,박영남,333184
1389,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,양정화,333184
1390,남영동1985,명계남,332643
1391,에베레스트,조슈 브롤린,332180
1392,맨발의 꿈,김현석,331945
1393,위자: 저주의 시작,엘리자베스 리저,331877
1394,위자: 저주의 시작,애너리즈 바쏘,331877
1395,위자: 저주의 시작,헨리 토마스,331877
1396,무서운 이야기,노강민,331760
1397,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,세키 토모카즈,330725
1398,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,유키 아오이,330725
1399,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,토마츠 하루카,330725
1400,선 오브 갓,세바스찬 냅,329285
1401,선 오브 갓,다윈 쇼,329285
1402,선 오브 갓,디오고 모르가도,329285
1403,링컨 차를 타는 변호사,조쉬 루카스,327655
1404,링컨 차를 타는 변호사,라이언 필립,327655
1405,스폰지밥 3D,톰 케니,325016
1406,스폰지밥 3D,클랜시 브라운,325016
1407,아기배달부 스토크,켈시 그래머,323730
1408,아기배달부 스토크,제니퍼 애니스턴,323730
1409,킬러스,오카 안타라,322888
1410,헤어스프레이,잭 애프론,322447
1411,헤어스프레이,니키 블론스키,322447
1412,극적인 하룻밤,박효주,321641
1413,"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",장경희,321602
1414,블레이드 러너 2049,아나 디 아르마스,321424
1415,캐롤,카일 챈들러,320658
1416,빅풋 주니어,임채헌,320545
1417,빅풋 주니어,우정신,320545
1418,뮨: 달의 요정,조슈아 J. 발라드,319465
1419,정승필 실종사건,김선영,318852
1420,가면,김원중,318614
1421,도리화가,배수지,317505
1422,세상에서 가장 아름다운 이별,배종옥,317013
1423,세상에서 가장 아름다운 이별,서영희,317013
1424,레드카펫,고준희,316953
1425,세상의 중심에서 사랑을 외치다,시바사키 코우,315274
1426,패딩턴,휴 보네빌,315004
1427,마이 블랙 미니드레스,차예련,313953
1428,마이 블랙 미니드레스,윤은혜,313953
1429,원초적 본능 2,샤론 스톤,313310
1430,원초적 본능 2,데이비드 모리시,313310
1431,CJ7:장강7호,주성치,312576
1432,검우강호,서희원,312334
1433,검우강호,양자경,312334
1434,헨젤과 그레텔,은원재,311539
1435,비행기 2: 소방구조대,데인 쿡,311456
1436,비행기 2: 소방구조대,줄리 보웬,311456
1437,퍼펙트 겟어웨이,키엘 산체스,310779
1438,엘라의 모험 : 해피엔딩의 위기,프레디 프린즈 주니어,310256
1439,엘라의 모험 : 해피엔딩의 위기,사라 미셀 겔러,310256
1440,주피터 어센딩,숀 빈,309842
1441,러브 액츄얼리,알란 릭맨,307284
1442,빌리와 용감한 녀석들 2,캐리 엘위스,306837
1443,빌리와 용감한 녀석들 2,크리스토퍼 로이드,306837
1444,개를 훔치는 완벽한 방법,최민수,306642
1445,쇼퍼홀릭,아일라 피셔,306459
1446,쇼퍼홀릭,휴 댄시,306459
1447,게이머,앰버 발레타,305927
1448,구스범스,오데야 러쉬,305134
1449,주온-원혼의 부활,미나미 아키나,303473
1450,주온-원혼의 부활,카고 아이,303473
1451,주온-원혼의 부활,세토 코지,303473
1452,가디언의 전설,라이언 콴튼,302318
1453,라이온 킹,모이라 켈리,300593
1454,라이온 킹,조나단 테일러 토마스,300593
1455,모모와 다락방의 수상한 요괴들,미야마 카렌,300333
1456,모모와 다락방의 수상한 요괴들,유카,300333
1457,로렉스,대니 드비토,298780
1458,로렉스,에드 헬름스,298780
1459,오즈의 마법사: 돌아온 도로시,레아 미셸,298482
1460,위험한 관계,달리아 디 라자로,298086
1461,위험한 관계,장백지,298086
1462,위험한 관계,장쯔이,298086
1463,포인트 브레이크,루크 브레이시,295096
1464,포인트 브레이크,에드가 라미레즈,295096
1465,극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,츠루노 타케시,293895
1466,극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,타카하시 히데키,293895
1467,미드나잇 미트 트레인,레슬리 빕,290363
1468,묵공,시원,289798
1469,에이리언 VS 프레데터2,스티븐 파스퀄,289701
1470,에이리언 VS 프레데터2,레이코 아일리스워스,289701
1471,런 올 나이트,조엘 킨나만,289534
1472,1724 기방난동사건,김석훈,288452
1473,혼숨,조복래,288016
1474,혼숨,박형서,288016
1475,호우시절,이봉화,287940
1476,호우시절,고원원,287940
1477,500일의 썸머,제프리 아렌드,286108
1478,다이노 타임,윌리엄 볼드윈,285084
1479,파이널 데스티네이션 4,바비 캠포,284657
1480,파이널 데스티네이션 4,닉 자노,284657
1481,파이널 데스티네이션 4,헤일리 웹,284657
1482,네버엔딩 스토리,김현정,283449
1483,88분,알리시아 위트,281781
1484,극장판 안녕 자두야,이수진,280539
1485,극장판 안녕 자두야,여민정,280539
1486,오큘러스,카렌 길런,279488
1487,오큘러스,브렌튼 스웨이츠,279488
1488,오큘러스,케이티 색호프,279488
1489,사랑에 대한 모든 것,주혜민,278087
1490,사랑에 대한 모든 것,오군여,278087
1491,눈의 여왕,이수근,277260
1492,눈의 여왕,최수민,277260
1493,프레데터스,앨리스 브라가,276536
1494,프레데터스,토퍼 그레이스,276536
1495,목소리의 형태,이리노 미유,276131
1496,목소리의 형태,하야미 사오리,276131
1497,드래그 미 투 헬,알리슨 로먼,272813
1498,짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,후지와라 케이지,272062
1499,가비,김소연,270602
1500,원스,마르케타 이글로바,270560
1501,원스,글렌 하사드,270560
1502,롤러코스터,김재화,270148
1503,롤러코스터,한성천,270148
1504,스페이스 침스:우주선을 찾아서,신동현,270016
1505,스페이스 침스:우주선을 찾아서,셰릴 하인즈,270016
1506,가루지기,김신아,269478
1507,요가학원,차수연,268627
1508,요가학원,유진,268627
1509,파이스토리 : 악당상어 소탕작전,드레이크 벨,267440
1510,파이스토리 : 악당상어 소탕작전,김병만,267440
1511,파이스토리 : 악당상어 소탕작전,앤디 딕,267440
1512,백 투 더 비기닝,소피아 블랙 디엘리아,266610
1513,백 투 더 비기닝,조니 웨스턴,266610
1514,19곰 테드,세스 맥팔레인,266574
1515,스파이 브릿지,오스틴 스토웰,266493
1516,저스틴,박형식,266475
1517,투모로우랜드,브릿 로버트슨,265810
1518,마야,홍소영,265697
1519,울프맨,베니치오 델 토로,265409
1520,마지막 선물,조수민,265362
1521,극장판 도라에몽: 진구의 인어대해전,카카즈 유미,260703
1522,공범자들,이명박,260514
1523,공범자들,김재철,260514
1524,공범자들,김장겸,260514
1525,함정,김민경,257990
1526,함정,장 가뱅,257990
1527,함정,애니 지라르도,257990
1528,파이널 데스티네이션5,데이비드 코에너,257193
1529,언브로큰,잭 오코넬,256801
1530,밤의 여왕,우상기,252475
1531,가부와 메이 이야기,나리미야 히로키,251875
1532,가부와 메이 이야기,나카무라 시도,251875
1533,소셜포비아,하윤경,251551
1534,소셜포비아,이주승,251551
1535,비밀은 없다,장재우,250861
1536,노크:낯선 자들의 방문,젬마 워드,248807
1537,노크:낯선 자들의 방문,스캇 스피드맨,248807
1538,불신지옥,김보연,248291
1539,메신져 - 죽은자들의 경고,페넬로페 앤 밀러,245955
1540,엑스파일:나는 믿고싶다,데이비드 듀코브니,244023
1541,캡틴 필립스,캐서린 키너,242268
1542,창문 넘어 도망친 100세 노인,로버트 구스타프슨,241602
1543,창문 넘어 도망친 100세 노인,앨런 포드,241602
1544,창문 넘어 도망친 100세 노인,이와 위클란더,241602
1545,쏘우,리 워넬,240762
1546,순정,연준석,240592
1547,순정,김소현,240592
1548,27번의 결혼리허설,제임스 마스던,239739
1549,27번의 결혼리허설,번 코엔,239739
1550,하늘을 걷는 남자,샬롯 르 본,238439
1551,인터내셔널,클라이브 오웬,237869
1552,그레이스 오브 모나코,프랭크 란젤라,237219
1553,그레이스 오브 모나코,팀 로스,237219
1554,줄리아의 눈,벨렌 루에다,236365
1555,세이빙 산타,신동엽,235684
1556,세이빙 산타,팀 커리,235684
1557,닌자터틀 : 어둠의 히어로,스티븐 아멜,235207
1558,어느날,박윤호,234829
1559,드림 쏭,에디 이자드,234387
1560,드림 쏭,루크 윌슨,234387
1561,사랑은 너무 복잡해,스티브 마틴,234113
1562,비행기,테리 해처,233555
1563,비행기,세드릭 더 엔터테이너,233555
1564,강철대오:구국의 철가방,유다인,233211
1565,디센트,쇼나 맥도날드,232520
1566,디센트,나탈리 잭슨 멘도자,232520
1567,딥,이인성,230068
1568,딥,심규혁,230068
1569,딥,사문영,230068
1570,세븐 파운즈,로자리오 도슨,229799
1571,쓰리데이즈 투 킬,앰버 허드,229673
1572,바빌론 A.D.,멜라니 티에리,229622
1573,캐빈 인 더 우즈,안나 허치슨,228291
1574,캐빈 인 더 우즈,크리스틴 코놀리,228291
1575,국경의 남쪽,심혜진,227304
1576,독수리 에디,폴 레이놀즈,226341
1577,폐가,신경선,225955
1578,폐가,윤이나,225955
1579,폐가,전인걸,225955
1580,분노의 윤리학,김태훈,225618
1581,한공주,정인선,225603
1582,잡스,조시 게드,225343
1583,괴물의 아이,야쿠쇼 코지,224889
1584,괴물의 아이,소메타니 쇼타,224889
1585,하류인생,문혜영,224856
1586,포스 카인드,윌 패튼,224808
1587,알파 앤 오메가,헤이든 파네티어,222953
1588,알파 앤 오메가,박규리,222953
1589,헤라클레스 : 레전드 비긴즈,스콧 앳킨스,221340
1590,노미오와 줄리엣,지연,221195
1591,노아의 방주: 남겨진 녀석들,배진홍,220189
1592,노아의 방주: 남겨진 녀석들,김하영,220189
1593,노아의 방주: 남겨진 녀석들,윤세웅,220189
1594,언프렌디드: 친구삭제,샐리 헤닝,219892
1595,언프렌디드: 친구삭제,윌 펠츠,219892
1596,언프렌디드: 친구삭제,모세 제이콥 스톰,219892
1597,시,김희라,218898
1598,나는 공무원이다,송하윤,217866
1599,우리 집에 왜 왔니,문재원,217478
1600,송 포 유,바네사 레드그레이브,217314
1601,송 포 유,테렌스 스탬프,217314
1602,원피스 필름 골드,나카이 카즈야,217257
1603,원피스 필름 골드,오카무라 아케미,217257
1604,바벨,아드리아나 바라자,217083
1605,루돌프와 많이있어,홍범기,215993
1606,루돌프와 많이있어,김율,215993
1607,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,박경혜,215203
1608,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,김현지,215203
1609,케로로 더 무비: 드래곤 워리어,코자쿠라 에츠코,214639
1610,케로로 더 무비: 드래곤 워리어,나카타 조지,214639
1611,언데드,메간 굿,214638
1612,레이,케리 워싱턴,214469
1613,비커밍 제인,줄리 월터스,212860
1614,아이 엠 어 히어로,오오이즈미 요,212607
1615,아이 엠 어 히어로,아리무라 카스미,212607
1616,나는 비와 함께 간다,기무라 타쿠야,212088
1617,나는 비와 함께 간다,조쉬 하트넷,212088
1618,투혼,정호진,210970
1619,라듸오 데이즈,김사랑,210525
1620,자칼이 온다,김재중,210278
1621,킬위드미,콜린 행크스,209696
1622,킬위드미,빌리 버크,209696
1623,비포 미드나잇,샤무스 데이비 피츠패트릭,209560
1624,비포 미드나잇,줄리 델피,209560
1625,13일의 금요일,제러드 파달렉키,208118
1626,13일의 금요일,아만다 라이거티,208118
1627,13일의 금요일,다니엘 파나베이커,208118
1628,코코 샤넬,오드리 토투,206769
1629,코코 샤넬,브누와 뽀엘부르드,206769
1630,코알라 키드 : 영웅의 탄생,써니,206528
1631,코알라 키드 : 영웅의 탄생,태민,206528
1632,코알라 키드 : 영웅의 탄생,윤다훈,206528
1633,테드: 황금도시 파이티티를 찾아서,보라,206320
1634,게드전기 : 어스시의 전설,스가와라 분타,205528
1635,게드전기 : 어스시의 전설,오카다 준이치,205528
1636,어쌔신: 더 비기닝,테일러 키취,205368
1637,카오스,웨슬리 스나입스,204693
1638,카오스,니엘스 슈나이더,204693
1639,카오스,소니아 롤랑,204693
1640,카오스,메나 살라비,204693
1641,카오스,카레드 살레흐,204693
1642,카오스,이삭 드 번콜,204693
1643,남과 여,아누크 에메,203775
1644,남과 여,이미소,203775
1645,언더월드 4: 어웨이크닝,인디아 아이슬리,200038
1646,방콕 데인저러스,사크릿 얌냠,198159
1647,방콕 데인저러스,양채니,198159
1648,도레미파솔라시도,정의철,197672
1649,연의 황후,여명,197011
1650,연의 황후,진혜림,197011
1651,연의 황후,견자단,197011
1652,페스티발,박소현,196995
1653,꼬마 니콜라,발리에리 르메르시,196707
1654,꼬마 니콜라,카드 메라드,196707
1655,꼬마 니콜라,막심 고다르,196707
1656,그린 호넷,주걸륜,195933
1657,그린 호넷,세스 로건,195933
1658,"무현, 두 도시 이야기",김원명,193786
1659,엣지 오브 다크니스,멜 깁슨,193380
1660,닌자거북이 TMNT,제임스 아놀드 테일러,193313
1661,덤 앤 더머 투,토미 스나이더,192726
1662,응징자,이태임,192347
1663,쥴리의 육지 대모험,류담,191783
1664,쥴리의 육지 대모험,이영아,191783
1665,보이후드,엘라 콜트레인,191292
1666,보이후드,패트리시아 아퀘트,191292
1667,론 서바이버,제리 페라라,190611
1668,컬러풀 웨딩즈,프레데릭 벨,190470
1669,컬러풀 웨딩즈,엘로디 퐁탕,190470
1670,컬러풀 웨딩즈,크리스티앙 클라비에,190470
1671,글로리데이,지수,189405
1672,글로리데이,김준면,189405
1673,커넥트,고천락,189315
1674,커넥트,장가휘,189315
1675,블랙북,캐리스 밴 허슨,188700
1676,블랙북,세바스티안 코치,188700
1677,기생수 파트1,하시모토 아이,187310
1678,기생수 파트1,후카츠 에리,187310
1679,마이 리틀 히어로,지대한,186078
1680,해피 피트 2,핑크,185744
1681,해피 피트 2,일라이저 우드,185744
1682,플라이 미 투 더 문,필립 볼든,185331
1683,플라이 미 투 더 문,데이빗 고어,185331
1684,플라이 미 투 더 문,트레버 개그넌,185331
1685,가필드 2,브레킨 메이어,185249
1686,20세기 소년,카라사와 토시아키,183069
1687,20세기 소년,토요카와 에츠시,183069
1688,20세기 소년,토키와 타카코,183069
1689,바니버디,러셀 브랜드,181837
1690,바니버디,칼리 쿠오코,181837
1691,문라이트,트레반트 로즈,178141
1692,문라이트,앙드레 홀랜드,178141
1693,부활,조셉 파인즈,176539
1694,부활,톰 펠튼,176539
1695,"나는 내일, 어제의 너와 만난다",히가시데 마사히로,175518
1696,"나는 내일, 어제의 너와 만난다",코마츠 나나,175518
1697,"나는 내일, 어제의 너와 만난다",후쿠시 소우타,175518
1698,댄 인 러브,줄리엣 비노쉬,175417
1699,업사이드 다운,박영우,175349
1700,업사이드 다운,제인 헤이트마이어,175349
1701,톱스타,소이현,175153
1702,아빠가 여자를 좋아해,박정현,174333
1703,포켓몬 레인저와 바다의 왕자 마나피,쉬라토리 유리,173973
1704,오퍼나지 - 비밀의 계단,로저 프린셉,173610
1705,허트 로커,브라이언 게라그티,173461
1706,허트 로커,안소니 마키,173461
1707,더 로드,비고 모텐슨,173348
1708,더 로드,코디 스밋 맥피,173348
1709,예수는 역사다,마이크 보겔,172414
1710,예수는 역사다,에리카 크리스틴슨,172414
1711,매직브러시,김경희,172396
1712,케로로 더 무비:케로로 VS 케로로 천공대결전,와타나베 쿠미코,171041
1713,발렌타인 데이,캐시 베이츠,169529
1714,노리개,민지현,169064
1715,노리개,이승연,169064
1716,나는 아빠다,최정윤,168049
1717,"지금, 만나러 갑니다",다케우치 유코,167480
1718,렛 미 인,리나 레안데르손,166503
1719,렛 미 인,클로이 모레츠,166503
1720,렛 미 인,리차드 젠킨스,166503
1721,렛 미 인,카레 헤레브란트,166503
1722,꽃보다 남자,마츠다 쇼타,165593
1723,꽃보다 남자,마츠모토 준,165593
1724,꽃보다 남자,이노우에 마오,165593
1725,비밀애,유현주,164252
1726,히트맨,더그레이 스콧,164014
1727,말할 수 없는 비밀,계륜미,163255
1728,말할 수 없는 비밀,황추생,163255
1729,스플라이스,사라 폴리,162760
1730,다크아워,에밀 허쉬,162704
1731,다크아워,올리비아 썰비,162704
1732,김복남 살인사건의 전말,백수련,161722
1733,아메리칸 울트라,코니 브리튼,161382
1734,트랜스포터: 리퓰드,론 샤바놀,161245
1735,조용한 세상,한보배,161142
1736,팬도럼,노먼 리더스,161070
1737,무법자,이승민,160734
1738,무법자,장신영,160734
1739,빨간모자의 진실 2,노홍철,160148
1740,더 큐어,미아 고스,159948
1741,해변의 여인,송선미,159711
1742,데스 레이스,타이레스 깁슨,159170
1743,데스 레이스,조안 알렌,159170
1744,니코,한누-펙카 뵤르크만,158929
1745,더 자이언트,김준현,157990
1746,더 자이언트,정범균,157990
1747,더 자이언트,김지민,157990
1748,써커 펀치,바네사 허진스,156606
1749,써커 펀치,지나 말론,156606
1750,아메리칸 허슬,돈 올리비에리,155669
1751,최강전사 미니특공대 : 새로운 악당의 습격,전태열,155433
1752,헬프,웨스 차담,155148
1753,아메리칸 셰프,엠제이 안소니,154689
1754,아메리칸 셰프,존 파브로,154689
1755,아메리칸 셰프,소피아 베르가라,154689
1756,폴리스 스토리 2014,유엽,153591
1757,더 레이븐,앨리스 이브,153581
1758,달빛궁궐,권율,153145
1759,마이 블루베리 나이츠,노라 존스,153136
1760,워킹걸,김태우,151550
1761,워킹걸,클라라,151550
1762,로맨틱 아일랜드,이수경,151105
1763,쏘우 V,스콧 패터슨,150832
1764,쏘우 V,토빈 벨,150832
1765,쏘우 V,코스타스 맨다이어,150832
1766,디 아이2,서기,150534
1767,디 아이2,원려기,150534
1768,비정규직 특수요원,한채아,149719
1769,화피,천쿤,148908
1770,13시간,파블로 쉬레이버,145952
1771,13시간,존 크랜신스키,145952
