,movieNm,actor1,audiCntAmt
2338,빅뱅 메이드,태양,56200
2339,빅뱅 메이드,G-드래곤,56200
2340,고녀석 맛나겠다2 : 함께라서 행복해,시영준,56105
2341,고녀석 맛나겠다2 : 함께라서 행복해,안장혁,56105
2342,래빗 스쿨,황창영,55784
2343,래빗 스쿨,민아,55784
2344,오다기리 죠의 도쿄타워,마츠 다카코,55746
2345,맨체스터 바이 더 씨,케이시 애플렉,55658
2346,스윙걸즈,간지야 시호리,55648
2347,위시 어폰,조이 킹,55586
2348,위시 어폰,이기홍,55586
2349,더 라이트: 악마는 있다,토비 존스,55561
2350,백설공주 : 사라진 아빠를 찾아서,이제인,55425
2351,잡아야 산다,한상혁,55011
2352,킬러들의 도시,브렌단 글리슨,54999
2353,파라노말 액티비티: 더 고스트 디멘션,브릿 쇼,54972
2354,파라노말 액티비티: 더 고스트 디멘션,아이비 조지,54972
2355,파라노말 액티비티: 더 고스트 디멘션,크리스 J. 머레이,54972
2356,5일의 마중,진도명,54960
2357,헤이와이어,지나 카라노,54874
2358,내 눈에 콩깍지,이지아,54514
2359,내 눈에 콩깍지,신현탁,54514
2360,파라노말 액티비티4,캐서린 뉴튼,54461
2361,살인소설,제임스 랜슨,54239
2362,살인소설,빈센트 도노프리오,54239
2363,대지진,쉬판,54198
2364,대지진,장국강,54198
2365,대지진,왕자문,54198
2366,매혹당한 사람들,앵거리 라이스,54041
2367,블러디 선데이,팀 피곳 스미스,53838
2368,블러디 선데이,제임스 네스빗,53838
2369,블랙 가스펠,정준,53217
2370,블랙 가스펠,김유미,53217
2371,"가장 따뜻한 색, 블루",살림 케치우셰,52880
2372,"가장 따뜻한 색, 블루",아델 에그자르코풀로스,52880
2373,콘트라밴드,발레리 홉슨,52743
2374,더 비지트,디애너 듀나건,52197
2375,더 비지트,에드 옥슨볼드,52197
2376,더 비지트,피터 맥로비,52197
2377,포인트 블랭크,리 마빈,52110
2378,포인트 블랭크,질 를르슈,52110
2379,포인트 블랭크,로쉬디 젬,52110
2380,포인트 블랭크,앤지 디킨슨,52110
2381,인시디어스,바바라 허쉬,52092
2382,트리 오브 라이프,피오나 쇼,51866
2383,폭풍전야,정윤민,51760
2384,스카이포스 3D,아론 크렙스,51553
2385,스카이포스 3D,헤더 고든,51553
2386,쿵푸 덩크,채탁연,51422
2387,사랑은 언제나 진행중,저스틴 바사,51362
2388,두 번의 결혼식과 한 번의 장례식,송용진,51118
2389,두 번의 결혼식과 한 번의 장례식,김동윤,51118
2390,더 킥,나태주,51024
2391,더 씽,에릭 크리스찬 올슨,50839
2392,도쿄타워,한다 켄토,50835
2393,도쿄타워,테라지마 시노부,50835
2394,윈드 리버,존 번탈,50813
2395,어메이징 그레이스,로몰라 가레이,50745
2396,어메이징 그레이스,마이클 갬본,50745
2397,킬 미,장문석,50730
2398,서울이 보이냐,이창훈,50699
2399,서울이 보이냐,오수아,50699
2400,포레스트: 죽음의 숲,나탈리 도메르,50631
2401,포레스트: 죽음의 숲,테일러 키니,50631
2402,포레스트: 죽음의 숲,이오인 맥큰,50631
2403,타인의 삶,울리히 뮤흐,50607
2404,더 테너 리리코 스핀토,이세야 유스케,50514
2405,"제자, 옥한흠",옥한흠,50392
2406,다이빙벨,이종인,50308
2407,"뉴욕에서 온 남자, 파리에서 온 여자",아담 골드버그,50289
2408,비밀,패트릭 브루엘,50196
2409,언더더씨,김연우,49958
2410,마음이 외치고 싶어해,이시이 안나,49832
2411,마음이 외치고 싶어해,미나세 이노리,49832
2412,마음이 외치고 싶어해,나카지마 켄토,49832
2413,마음이 외치고 싶어해,요시네 쿄코,49832
2414,어네스트와 셀레스틴,안느-마리 루프,49703
2415,어네스트와 셀레스틴,램버트 윌슨,49703
2416,에곤 쉴레: 욕망이 그린 그림,노아 자베드라,49388
2417,에곤 쉴레: 욕망이 그린 그림,마레지 리크너,49388
2418,우리들,최수인,49304
2419,우리들,이서연,49304
2420,우리들,설혜인,49304
2421,인 어 베러 월드,미카엘 페르스브란트,49109
2422,인 어 베러 월드,트린 다이럼,49109
2423,미스 사이공 : 25주년 특별 공연,홍광호,48931
2424,미스 사이공 : 25주년 특별 공연,에바 노블자다,48931
2425,미스 사이공 : 25주년 특별 공연,알리스태어 브래머,48931
2426,스트레이트 아웃 오브 컴턴,제이슨 미첼,48844
2427,스트레이트 아웃 오브 컴턴,오셔 잭슨 주니어,48844
2428,스트레이트 아웃 오브 컴턴,코리 호킨스,48844
2429,송 원,자니 플린,48396
2430,미스 슬로운,알리슨 필,48051
2431,베스트 오퍼,실비아 획스,48033
2432,목숨 건 연애,진백림,48010
2433,스탠리의 도시락,파토르 A. 굽트,47856
2434,잘못된 만남,성지루,47555
2435,잘못된 만남,최종원,47555
2436,안나와 알렉스 : 두자매 이야기,아리엘 케벨,47336
2437,엽문3: 최후의 대결,마이크 타이슨,47108
2438,뜨거운 안녕,이홍기,47105
2439,적인걸2 : 신도해왕의 비밀,조우정,47060
2440,적인걸2 : 신도해왕의 비밀,안젤라 베이비,47060
2441,케빈에 대하여,이즈라 밀러,47009
2442,무드 인디고,로맹 뒤리스,46998
2443,무드 인디고,게드 엘마레,46998
2444,호두까기인형 3D,존 터투로,46815
2445,호두까기인형 3D,네이단 레인,46815
2446,갤럭시 히어로즈: 라쳇 앤 클랭크,벨라 손,46793
2447,족구왕,강봉성,46735
2448,족구왕,황승언,46735
2449,스크림 4G,니브 캠벨,46723
2450,스크림 4G,데이빗 아퀘트,46723
2451,심야식당 2,오다기리 죠,46700
2452,냉정과 열정사이,다케노우치 유타카,46599
2453,"그 시절, 우리가 좋아했던 소녀",가진동,46458
2454,"그 시절, 우리가 좋아했던 소녀",진연희,46458
2455,"그 시절, 우리가 좋아했던 소녀",언승우,46458
2456,작은 연못,조혜진,46428
2457,작은 연못,김민재,46428
2458,하드코어 헨리,해일리 베넷,46373
2459,에코,아멜리아 워너,46183
2460,에코,케빈 두런드,46183
2461,에코,피터 스토메어,46183
2462,에코,제시 브래포드,46183
2463,에코,테오 할름,46183
2464,에코,킴 보드니아,46183
2465,에코,아스트로,46183
2466,에코,리스 하트위그,46183
2467,슈퍼윙스 3D,힐러리 더프,46124
2468,아프리카 마법여행,레오노르 와틀링,46031
2469,유레루,카가와 테루유키,46027
2470,스마트 피플,애쉬튼 홈즈,45810
2471,설계,오인혜,45726
2472,설계,신은경,45726
2473,한 번 더 해피엔딩,앨리슨 제니,45530
2474,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,아리엘 윈터,45484
2475,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,아이미 카레로,45484
2476,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,제인 폰다,45484
2477,미운오리새끼,정예진,45454
2478,미운오리새끼,김준구,45454
2479,스페어,임준일,45442
2480,피케이: 별에서 온 얼간이,아누쉬카 샤르마,45349
2481,내가 죽기 전에 가장 듣고 싶은 말,셜리 맥클레인,45347
2482,부니 베어: 롤라 구출 대모험,홍진욱,45341
2483,부니 베어: 롤라 구출 대모험,임주현,45341
2484,댄서,세르게이 폴루닌,45265
2485,제독의 연인,콘스탄틴 카벤스키,44712
2486,제독의 연인,엘리자베타 보야르스카야,44712
2487,프리버즈: 밍쿠와 찌아의 도시 대탈출,김민국,44650
2488,프리버즈: 밍쿠와 찌아의 도시 대탈출,루이사나 로필라토,44650
2489,프리버즈: 밍쿠와 찌아의 도시 대탈출,마리아노 마르티네즈,44650
2490,부그와 엘리엇 2,마이크 엡스,44607
2491,부그와 엘리엇 2,조엘 맥헤일,44607
2492,글래디에이터: 로마 영웅 탄생의 비밀 3D,황광희,44441
2493,글래디에이터: 로마 영웅 탄생의 비밀 3D,김예원,44441
2494,우리별 일호와 얼룩소,장형윤,44411
2495,프랑켄위니,캐서린 오하라,44377
2496,프랑켄위니,찰리 타헨,44377
2497,약장수,이주실,44214
2498,성실한 나라의 앨리스,이해영,44074
2499,범죄의 여왕,김대현,43824
2500,범죄의 여왕,박지영,43824
2501,비카인드 리와인드,모스 데프,43721
2502,울브스,루카스 틸,43613
2503,울브스,메릿 패터슨,43613
2504,신주쿠 사건,타케나카 나오토,43516
2505,고백,박현영,43511
2506,고백,최철호,43511
2507,고백,오카다 마사키,43511
2508,고백,윤인조,43511
2509,그레이트 뷰티,토니 세르빌로,43274
2510,초속5센티미터,미즈하시 켄지,43199
2511,쥬라기 공원,샘 닐,43187
2512,호스트,맥스 아이언스,42972
2513,허니와 클로버,사쿠라이 쇼,42924
2514,스페이스 독,안나 볼쇼바,42720
2515,스페이스 독,옐레나 야코브레바,42720
2516,내일을 위한 시간,파브리지오 롱기온,42468
2517,헤드윅,존 카메론 밋첼,42415
2518,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,카미야 히로시,42413
2519,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,시타야 노리코,42413
2520,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,스기야마 노리아키,42413
2521,그 사람 그 사랑 그 세상,이광기,42245
2522,그 사람 그 사랑 그 세상,강석우,42245
2523,황색 눈물,니노미야 카즈나리,42170
2524,후회하지 않아,조현철,42029
2525,예감은 틀리지 않는다,샬롯 램플링,41994
2526,예감은 틀리지 않는다,에밀리 모티머,41994
2527,천국에 다녀온 소년,켈리 라일리,41957
2528,천국에 다녀온 소년,코너 코롬,41957
2529,무지개 여신,이치하라 하야토,41888
2530,도쿄!,후지타니 아야코,41572
2531,도쿄!,카세 료,41572
2532,스푹스:MI5,피터 퍼스,41416
2533,레이디버그,홍시호,41041
2534,하트 브레이커,줄리 페리어,40975
2535,하트 브레이커,바네사 파라디,40975
2536,몽상가들,루이스 가렐,40924
2537,세이프 헤이븐,줄리안 허프,40813
2538,데모닉,코디 혼,40643
2539,블레임 : 인류멸망 2011,단 레이,40595
2540,마오의 라스트 댄서,츠 차오,40519
2541,그레이브 인카운터,맥켄지 그레이,40515
2542,그레이브 인카운터,주안 리딩거,40515
2543,그레이브 인카운터,숀 로저슨,40515
2544,유고와 라라: 하늘고래와 구름섬 대모험,박리나,40374
2545,유고와 라라: 하늘고래와 구름섬 대모험,이재현,40374
2546,이모티: 더 무비,T.J. 밀러,40372
2547,누들,밀리 아비탈,40322
2548,누들,바오치 첸,40322
2549,"웰컴, 삼바",타하르 라힘,40321
2550,도화선,예성,40163
2551,아델라인 : 멈춰진 시간,미치엘 휘즈먼,40096
2552,아델라인 : 멈춰진 시간,캐시 베이커,40096
2553,산상수훈,백서빈,40073
2554,산상수훈,정준영,40073
2555,산상수훈,최이선,40073
2556,훈장과 악동들,김환,39916
2557,훈장과 악동들,송영준,39916
2558,훈장과 악동들,송규호,39916
2559,말하는 건축가,승효상,39760
2560,말하는 건축가,정기용,39760
2561,말하는 건축가,유걸,39760
2562,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,김성규,39577
2563,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,남우현,39577
2564,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,장동우,39577
2565,극장전,이승아,39555
2566,극장전,이기우,39555
2567,그날 본 꽃의 이름을 우리는 아직 모른다,사쿠라이 타카히로,39454
2568,스트리트 댄스 2: 라틴배틀,폴크 헨쉘,39394
2569,스트리트 댄스 2: 라틴배틀,조지 샘슨,39394
2570,구구는 고양이다,코이즈미 쿄코,39003
2571,비상,김치우,38993
2572,비상,최태욱,38993
2573,4등,이항나,38909
2574,4등,유재상,38909
2575,동급생,노지마 켄지,38905
2576,동급생,이시카와 히데오,38905
2577,목숨,신창열,38771
2578,목숨,김호경,38771
2579,타이밍,성완경,38629
2580,신은 죽지 않았다 2,멜리사 조안 하트,38428
2581,신은 죽지 않았다 2,제시 멧칼피,38428
2582,신은 죽지 않았다,케빈 소르보,38379
2583,신은 죽지 않았다,트리샤 라파체,38379
2584,신은 죽지 않았다,쉐인 하퍼,38379
2585,탑 블레이드 더 무비,나가사와 나오,38349
2586,탑 블레이드 더 무비,쿠마이 모토코,38349
2587,폭풍우 치는 밤에: 비밀 친구,요시노 히로유키,38347
2588,폭풍우 치는 밤에: 비밀 친구,쿠기미야 리에,38347
2589,아무도 모른다,야기라 유야,38315
2590,아무도 모른다,키타우라 아유,38315
2591,나의 그리스식 웨딩 2,엘레나 캠푸리스,38305
2592,나의 그리스식 웨딩 2,존 코베트,38305
2593,트릭,로버트 데 후흐,38262
2594,트릭,빈센트 레건,38262
2595,트릭,로버트 카버너,38262
2596,트릭,스티븐 마커스,38262
2597,흑집사 -북 오브 더 아틀란틱-,사카모토 마아야,38224
2598,흑집사 -북 오브 더 아틀란틱-,오노 다이스케,38224
2599,갓파 쿠와 여름방학을,요코카와 다카히로,38202
2600,갓파 쿠와 여름방학을,도미자와 가자토,38202
2601,식코,마이클 무어,37965
2602,위아 유어 프렌즈,에밀리 라타이코프스키,37853
2603,쟈니 잉글리쉬2 : 네버다이,로완 앳킨슨,37823
2604,쟈니 잉글리쉬2 : 네버다이,질리언 앤더슨,37823
2605,몬스터 왕국,김준호,37816
2606,한여름의 판타지아,임형국,36841
2607,파가니니: 악마의 바이올리니스트,조엘리 리처드슨,36808
2608,파가니니: 악마의 바이올리니스트,자레드 해리스,36808
2609,파가니니: 악마의 바이올리니스트,데이비드 가렛,36808
2610,더 헌트,토마스 보 라센,36503
2611,더 헌트,알렉산드라 라파포르,36503
2612,가필드 펫 포스 3D,김영선,36454
2613,령 : 저주받은 사진,야마야 카스미,36371
2614,령 : 저주받은 사진,나카조 아야미,36371
2615,령 : 저주받은 사진,모리카와 아오이,36371
2616,다크 하우스,제시카 론디스,36350
2617,시네마 천국,브리지트 포세이,36109
2618,시네마 천국,필립 느와레,36109
2619,시네마 천국,자끄 페렝,36109
2620,스쿨 오브 락,마이크 화이트,36091
2621,마법의 세계 녹터나,박지빈,36078
2622,빌리와 용감한 녀석들: 치킨 히어로,오마 카파로,35937
2623,빌리와 용감한 녀석들: 치킨 히어로,브루노 비치어,35937
2624,빌리와 용감한 녀석들: 치킨 히어로,안젤리카 베일,35937
2625,녹터널 애니멀스,마이클 섀넌,35881
2626,누구의 딸도 아닌 해원,김자옥,35697
2627,아이 엠 러브,에도아르도 가브리엘리니,35636
2628,아이 엠 러브,플라비오 파렌티,35636
2629,비투스,테오 게오르규,35536
2630,서태지밴드 라이브 투어,서태지 밴드,35514
2631,브루클린의 멋진 주말,캐리 프레스톤,35504
2632,잠깐만 회사 좀 관두고 올게,쿠도 아스카,35429
2633,잠깐만 회사 좀 관두고 올게,쿠로키 하루,35429
2634,엘르,아나이스 드무스티에,35368
2635,엘르,프랑수아 시빌,35368
2636,엘르,앤 콘시니,35368
2637,엘르,로랑 라피트,35368
2638,뫼비우스,이은우,35348
2639,뫼비우스,서영주,35348
2640,두레소리,김슬기,35340
2641,두레소리,조아름,35340
2642,두레소리,함현상,35340
2643,드래곤 헌터,김기리,34984
2644,우리 학교,김화수,34793
2645,우리 학교,조명수,34793
2646,우리 학교,조경래,34793
2647,어메이징 메리,린제이 던컨,34777
2648,어메이징 메리,맥케나 그레이스,34777
2649,처음 본 그녀에게 프로포즈하기,제이슨 빅스,34690
2650,위핏,마샤 게이 하든,34680
2651,음모자,케빈 클라인,34625
2652,7번째 내가 죽던 날,조이 도이치,34567
2653,7번째 내가 죽던 날,할스톤 세이지,34567
2654,임피 원더랜드 가다,앙케 엥겔케,34474
2655,배틀 오브 비보이,조쉬 펙,34261
2656,배틀 오브 비보이,조쉬 홀로웨이,34261
2657,더 플랜,김어준,34225
2658,초콜렛 도넛,아이작 레이바,34118
2659,초콜렛 도넛,알란 커밍,34118
2660,초콜렛 도넛,가렛 딜라헌트,34118
2661,나를 미치게 하는 여자,에이미 슈머,34055
2662,사랑도 통역이 되나요?,지오바니 리비시,33859
2663,코난: 암흑의 시대,레이첼 니콜스,33683
2664,꼬마 잠수함 올리 2,최윤정,33668
2665,팔로우,다니엘 조바토,33512
2666,팔로우,키어 길크리스,33512
2667,팔로우,마이카 먼로,33512
2668,미션,에이단 퀸,33369
2669,태양의 노래,유이,33369
2670,태양의 노래,츠카모토 타카시,33369
2671,"땡큐, 대디",자크 검블린,33066
2672,"땡큐, 대디",알렉산드라 라미,33066
2673,I AM,정윤호,33018
2674,I AM,심창민,33018
2675,시작은 키스!,브뤼노 토데쉬니,32877
2676,다가오는 것들,에디뜨 스콥,32732
2677,걸어도 걸어도,나츠카와 유이,32635
2678,걸어도 걸어도,하야기 료가,32635
2679,걸어도 걸어도,요우,32635
2680,꼭두각시,원기준,32628
2681,꼭두각시,구지성,32628
2682,꼭두각시,이종수,32628
2683,19-Nineteen,T.O.P,32616
2684,19-Nineteen,승리,32616
2685,대결,부르빌,32278
2686,대결,지안 마리아 볼론테,32278
2687,대결,뷜 오지에,32278
2688,대결,장 바빌레,32278
2689,대결,알랑 드롱,32278
2690,대결,줄리엣 베르토,32278
2691,러스트 앤 본,보울리 라너스,32165
2692,러스트 앤 본,마티아스 쇼에나에츠,32165
2693,극장판 유희왕 더 다크 사이드 오브 디멘션즈,장성호,32117
2694,밀림의 왕자 레오: 세상을 바꾸는 용기,윤미나,31926
2695,소명 3 : 히말라야의 슈바이처,강원희,31835
2696,소명 3 : 히말라야의 슈바이처,신애라,31835
2697,소명 3 : 히말라야의 슈바이처,최화순,31835
2698,사랑 후에 남겨진 것들,엘마 웨퍼,31748
2699,사랑 후에 남겨진 것들,한넬로레 엘스너,31748
2700,그랜드파더,고보결,31640
2701,나는 부정한다,티모시 스폴,31638
2702,동경가족,요시유키 카즈코,31575
2703,동경가족,하시즈메 이사오,31575
2704,단지 세상의 끝,나탈리 베이,31524
2705,어떤 시선,임성철,31483
2706,꼬마 니콜라의 여름방학,발레리 르메시에,31368
2707,꼬마 니콜라의 여름방학,마테오 부와슬리에,31368
2708,굿모닝 맨하탄,아딜 후세인,31334
2709,굿모닝 맨하탄,스리데비,31334
2710,루터,알프리드 몰리나,31314
2711,루터,브루노 간츠,31314
2712,날나리 종부전,장민호,31236
2713,날나리 종부전,박정아,31236
2714,"연공:안녕, 사랑하는 모든 것",아라가키 유이,31183
2715,"연공:안녕, 사랑하는 모든 것",미우라 하루마,31183
2716,파울볼,김성근,31137
2717,파울볼,박지은,31137
2718,벨과 세바스찬,체키 카료,30900
2719,벨과 세바스찬,펠릭스 보쉬,30900
2720,벨과 세바스찬,얼바인 캔슬리어,30900
2721,옹박: 더 레전드,토니 자,30565
2722,할로윈:살인마의 탄생,스카우트 테일러-콤프튼,30544
2723,할로윈:살인마의 탄생,말콤 맥도웰,30544
2724,언노운 우먼,미첼 프라치도,30503
2725,언노운 우먼,크세니야 라포포트,30503
2726,리빙보이 인 뉴욕,칼럼 터너,30379
2727,마인드스케이프,타이사 파미가,30257
2728,극장판 나루토 질풍전: 로드 투 닌자,나카무라 치에,30195
2729,극장판 나루토 질풍전: 로드 투 닌자,모리카와 토시유키,30195
2730,"나의 사랑, 그리스",크리스토퍼 파파칼리아티스,30181
2731,"나의 사랑, 그리스",안드레아 오스바트,30181
2732,지골로 인 뉴욕,우디 앨런,30140
2733,역모-반란의 시대,정해인,30116
2734,카사노바,도날드 서덜랜드,29905
2735,카사노바,티나 오몬트,29905
2736,브레이브 스토리,웬츠 에이지,29880
2737,소명 2-모겐족의 월드컵,강성민,29668
2738,소명 2-모겐족의 월드컵,김성주,29668
2739,소명 2-모겐족의 월드컵,장미연,29668
2740,춘희막이,김춘희,29543
2741,춘희막이,최막이,29543
2742,잉여들의 히치하이킹,이현학,29478
2743,잉여들의 히치하이킹,하승엽,29478
2744,잉여들의 히치하이킹,이호재,29478
2745,너브,엠마 로버츠,29441
2746,너브,줄리엣 루이스,29441
2747,세 번째 살인,히로세 스즈,29361
2748,서칭 포 슈가맨,시스토 로드리게즈,29358
2749,서칭 포 슈가맨,말릭 벤젠룰,29358
2750,패터슨,골시프테 파라하니,29277
2751,매직울프,토마스 이안 니콜라스,29204
2752,분노,와타나베 켄,29176
2753,분노,모리야마 미라이,29176
2754,저 하늘에도 슬픔이,김유나,29129
2755,저 하늘에도 슬픔이,허준영,29129
2756,꼬마잠수함 올리,김자연,29114
2757,버터플라이,클레어 부아닉,28799
2758,버터플라이,나드 디유,28799
2759,버터플라이,미셸 세로,28799
2760,데스노트: 더 뉴 월드,토다 에리카,28723
2761,데스노트: 더 뉴 월드,이케마츠 소스케,28723
2762,마리안느와 마가렛,박정환,28722
2763,마리안느와 마가렛,마리안느 스퇴거,28722
2764,마리안느와 마가렛,마가렛 피사렉,28722
2765,대부,말론 브란도,28569
2766,카페 6,동자건,28452
2767,카페 6,임백굉,28452
2768,카페 6,안탁령,28452
2769,더 폴: 오디어스와 환상의 문,카틴카 언타루,28123
2770,더 폴: 오디어스와 환상의 문,리 페이스,28123
2771,시간,김성민,28021
2772,뚜르: 내 생애 최고의 49일,전일우,27908
2773,뚜르: 내 생애 최고의 49일,이윤혁,27908
2774,왓 이프,조 카잔,27818
2775,무림여대생,온주완,27714
2776,무림여대생,유건,27714
2777,앙: 단팥 인생 이야기,나가세 마사토시,27641
2778,쾌걸 조로리의 대대대대모험,신보라,27598
2779,쾌걸 조로리의 대대대대모험,정태호,27598
2780,그루지 3,마이크 스트라웁,27489
2781,그루지 3,샤니 스미스,27489
2782,그루지 3,매튜 나이트,27489
2783,라자루스,에반 피터스,27445
2784,라자루스,마크 듀플라스,27445
2785,내게 남은 사랑을,권소현,27414
2786,리멤버 미,크리스 쿠퍼,27384
2787,리멤버 미,에밀리 드 라빈,27384
2788,몬스터 헌트,정백연,27382
2789,몬스터 헌트,백백하,27382
2790,더 시크릿,왕락단,27380
2791,더 시크릿,상드린 피나,27380
2792,어떤 만남,소피 마르소,27340
2793,안소니 짐머,이반 아탈,27335
2794,마녀배달부 키키,사쿠마 레이,27236
2795,전차남,야마다 타카유키,27207
2796,전차남,나카타니 미키,27207
2797,로스트 인 파리,도미니크 아벨,27206
2798,로스트 인 파리,피오나 고든,27206
2799,페어러브,김은미,27083
2800,4요일: 자살을 부르는 요일,정운택,26962
2801,4요일: 자살을 부르는 요일,임예원,26962
2802,4요일: 자살을 부르는 요일,단소영,26962
2803,선샤인 온 리스,피터 뮬란,26815
2804,선샤인 온 리스,제인 호록스,26815
2805,선샤인 온 리스,조지 맥케이,26815
2806,재키,피터 사스가드,26788
2807,몬스터 섬의 비밀,박정욱,26739
2808,몬스터 섬의 비밀,조연우,26739
2809,몬스터 섬의 비밀,박상우,26739
2810,부에나 비스타 소셜 클럽,꼼빠이 세군도,26718
2811,부에나 비스타 소셜 클럽,조아킴 쿠더,26718
2812,"내 어깨 위 고양이, 밥",루타 게드민타스,26652
2813,"내 어깨 위 고양이, 밥",조앤 프로갯,26652
2814,"내 어깨 위 고양이, 밥",루크 트레더웨이,26652
2815,메소드,오승훈,26577
2816,메소드,윤승아,26577
2817,뉴 스텝업: 어반댄스,스탠 워커,26488
2818,뉴 스텝업: 어반댄스,케링튼 페인,26488
2819,뉴 스텝업: 어반댄스,티아 마이피,26488
2820,소림소녀,나카무라 토오루,26434
2821,원 포 더 머니,다니엘 선자타,26387
2822,원 포 더 머니,제이슨 오마라,26387
2823,트레이서,마리 아브게로폴로스,26264
2824,미스 리틀 선샤인,토니 콜레뜨,26251
2825,배저로와 친구들: 신비한 모험,최한,26185
2826,이노센스,타나카 아츠코,26116
2827,이노센스,야마데라 코이치,26116
2828,이노센스,조 오클래어,26116
2829,이노센스,오츠카 아키오,26116
2830,기적의 오케스트라 - 엘 시스테마,호세 안토니오 아브레우,26107
2831,기적의 오케스트라 - 엘 시스테마,구스타보 두다멜,26107
2832,잠수종과 나비,마티유 아말릭,26085
2833,잠수종과 나비,엠마누엘 자이그너,26085
2834,슈퍼 버드,치치 마린,25964
2835,슈퍼 버드,에드워드 제임스 올모스,25964
2836,콘스탄트 가드너,레이 와이즈,25838
2837,파수꾼,서준영,25774
2838,사다코 대 카야코,타마시로 티나,25680
2839,사다코 대 카야코,야마모토 미즈키,25680
2840,트래쉬,릭슨 테베즈,25532
2841,자전거 탄 소년,토마 도레,25511
2842,낮술,육상엽,25409
2843,낮술,탁성준,25409
2844,낮술,송삼동,25409
2845,언노운 걸,아델 하에넬,25176
2846,언노운 걸,올리비에 구르메,25176
2847,빅 픽처,마리나 포이스,25120
2848,예언자,닐스 아르스트럽,25097
2849,컴 아웃 파이팅,줄라이 헤나오,25052
2850,꿈의 제인,이주영,24995
2851,꿈의 제인,이민지,24995
2852,8월의 크리스마스,심은하,24978
2853,카이: 거울 호수의 전설,강진아,24977
2854,카이: 거울 호수의 전설,박고운,24977
2855,지상의 별처럼,다쉴 사페리,24965
2856,윈드랜드,탁원정,24936
2857,윈드랜드,권문정,24936
2858,워리어,닉 놀테,24802
2859,피나,피나 바우쉬,24676
2860,자토이치,기타노 다케시,24634
2861,자토이치,아사노 타다노부,24634
2862,자토이치,오쿠스 미치요,24634
2863,키즈모노가타리 I : 철혈편,호리에 유이,24536
2864,나이스 가이즈,맷 보머,24471
2865,종이 달,미야자와 리에,24418
2866,종이 달,코바야시 사토미,24418
2867,"안녕, 나의 소울메이트",마사순,24381
2868,"안녕, 나의 소울메이트",주동우,24381
2869,"안녕, 나의 소울메이트",이정빈,24381
2870,레전드 오브 래빗: 불의 전설,이명희,24351
2871,레전드 오브 래빗: 불의 전설,문유정,24351
2872,레전드 오브 래빗: 불의 전설,이재범,24351
2873,슈퍼오리 : 태양을 지켜라,방지원,24319
2874,슈퍼오리 : 태양을 지켜라,오은수,24319
2875,아부지,박탐희,24224
2876,더 데이,김준수,24163
2877,연애담,이상희,24102
2878,연애담,박근록,24102
2879,연애담,류아벨,24102
2880,폭풍의 언덕,폴 힐튼,24077
2881,폭풍의 언덕,메를 오베론,24077
2882,폭풍의 언덕,제임스 호손,24077
2883,글루미 선데이,스테파노 디오니시,24056
2884,글루미 선데이,조아킴 크롤,24056
2885,글루미 선데이,에리카 마로잔,24056
2886,스즈미야 하루히의 소실,치하라 미노리,24055
2887,스즈미야 하루히의 소실,스기타 토모카즈,24055
2888,스즈미야 하루히의 소실,마츠오카 유키,24055
2889,원스 어폰 어 타임 인 아메리카,엘리자베스 맥거번,24035
2890,원스 어폰 어 타임 인 아메리카,트리트 윌리엄스,24035
2891,해피 플라이트,타나베 세이이치,24022
2892,거인,최우식,24020
2893,거인,강신철,24020
2894,45년 후,톰 커트니,23993
2895,히어로,김형규,23841
2896,히어로,한정우,23841
2897,히어로,한예원,23841
2898,히어로,정은표,23841
2899,고스트 메신저 극장판,은정,23802
2900,고스트 메신저 극장판,박성태,23802
2901,언프렌드,윌리엄 모즐리,23688
2902,언프렌드,알리시아 데브넘 캐리,23688
2903,언프렌드,리슬 알러스,23688
2904,MR. 후아유,루퍼트 그레이브즈,23661
2905,사울의 아들,게자 뢰리히,23651
2906,부에노스 아이레스에서 사랑에 빠질 확률,하비에르 드롤라스,23614
2907,부에노스 아이레스에서 사랑에 빠질 확률,피욜라 로페즈 드 아야라,23614
2908,폼포코 너구리 대작전,신초우 코콘데이,23587
2909,폼포코 너구리 대작전,이시다 유리코,23587
2910,폼포코 너구리 대작전,노노무라 마코토,23587
2911,레이디 맥베스,플로렌스 퓨,23568
2912,혐오스런 마츠코의 일생,에이타,23546
2913,디노타샤: 공룡대탐험,곽윤상,23530
2914,디노타샤: 공룡대탐험,베르너 헤어조크,23530
